id,monday_id,campaign_name,company,status,budget,take_rate_pct,proposal_adjustments,seller_name,csm,list_builder,building_proposal_start,pending_approval_start,days_since_pending,risk_score,ai_insight,action_required,created_at,seller_sla,lb_sla,currency,proposal_delivery_date,audience_country,musical_genre,days_after_approved,Execution board start date
A2562,2562,"DannyLux ""Cielo Eterno""",Warner Regional Latam,Approved,5000,,,Steven Campos,,,2024-10-07,2024-10-07,,,,,2024-10-07,,,,,"MEX, US LATIN",Pop,,
A2587,2587,"Yami Safdie ""En otra vida - Micros",Warner Regional Latam,Approved,5000,,,Steven Campos,,,2024-10-07,2024-10-07,,,,,2024-10-07,,,,,,,,
A2388,2388,"Alejandro Sanz ""Palmeras en el jardín”","Meta Platforms, Inc.",Approved,20000,,,Steven Campos,,,2024-10-08,2024-10-08,,,,,2024-10-08,,,,,"LATAM, ESP",Reggaeton,,
A2468,2468,MTV EMA's - Social Spread,Warner Regional Latam,Approved,8000,,,Steven Campos,,,2024-10-08,2024-10-08,,,,,2024-10-08,,,,,US LATIN,Social Spread,,
A2574,2574,"Luar La L ""Dame la verde""",Warner Regional Latam,Approved,7000,,,Steven Campos,,,2024-10-08,2024-10-08,,,,,2024-10-08,,,,,US LATIN,Trap,,
A2589,2589,"Jose Jose ""Ya No Pienso En Ti""",Sony Music Mexico,Approved,5100,,,Polina Andrieieva,,,2024-10-08,2024-10-08,,,,,2024-10-08,,,,,MEX,Pop,,
A2591,2591,David Bisbal - Todo Es Posible En Navidad,Universal Music Latin,Approved,15000,,,Steven Campos,,,2024-10-08,2024-10-08,,,,,2024-10-08,,,,,US,Banda Regional,,
A2594,2594,"JerryDi ""Asilo""",Universal Music Latin,Approved,5000,,,Steven Campos,,,2024-10-08,2024-10-08,,,,,2024-10-08,,,,,US LATIN,Urbano,,
A2367,2367,"Jon Z ""Amor Propio"" Explainers",Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,,2024-10-09,2024-10-09,,,,,2024-10-09,,,,,,Social Spread,,
A2395,2395,"Xavi ""Next""",Interscope Records,Approved,4000,,,Steven Campos,,,2024-10-09,2024-10-09,,,,,2024-10-09,,,,,"MEX, US LATIN",,,
A2475,2475,"SangreXsangre & Millonario Suarez & Joe Parra ""Duro""",Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,,2024-10-09,2024-10-09,,,,,2024-10-09,,,,,MEX,other,,
A2476,2476,"Nathy Peluso x Alvaro Diaz ""Xq eres asi""",Universal Music Latin,Approved,7000,,,Steven Campos,,,2024-10-09,2024-10-09,,,,,2024-10-09,,,,,"PR, US, MEX, COL, ESP, CH, VZ",Pop,,
A2499,2499,"Rafa Pabón ft. Rawayana ""Aiwo Remix""",XYZ,Approved,5000,,,Steven Campos,,,2024-10-09,2024-10-09,,,,,2024-10-09,,,,,"VZ, COL, CH",,,
A2563,2563,"Efecto SR ""El Molino"" Micros",XYZ,Approved,2010,,,Steven Campos,,,2024-10-09,2024-10-09,,,,,2024-10-09,,,,,MEX,Pop,,
A2443,2443,"BrunOG, JD Pantoja & Tony Aguirre ""Nuestra Canción (Culpables Remix)""",Universal Music Latin,Approved,5000,,,Steven Campos,,,2024-10-10,2024-10-10,,,,,2024-10-10,,,,,MEX,Reggaeton,,
A2511,2511,"Fran C ""Rikishi""",XYZ,Approved,5630,,,Steven Campos,,,2024-10-10,2024-10-10,,,,,2024-10-10,,,,,CH,,,
A2493,2493,"Charli XCX feat. Ariana Grande ""Sympathy is a knife""",Warner Regional Latam,Approved,875,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,,,,
A2507,2507,"Billie Eilish ""Wildflower""",BuenaVibra,Approved,4000,,,Polina Andrieieva,,Juan Val,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,BR,Pop,,
A2512,2512,"Ovy on the drums & Valka ""Mi novio tiene novia"" @karimepindter",Warner Music Latina Inc.,Approved,7250,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,,,,
A2519,2519,"La Cuatiza ""Mercedes""",XYZ,Approved,2930,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,MEX,Corridos,,
A2521,2521,"Yandel x Tego Calderon ""Reggaeton Malandro"" - Micros",Warner Music Latina Inc.,Approved,2000,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,,,,
A2535,2535,"Yandel x Tego Calderon ""Reggaeton Malandro""",Warner Music Latina Inc.,Approved,4000,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,US LATIN,Reggae,,
A2540,2540,"Ovy on the drums & Valka ""Mi novio tiene novia""",Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,,,,
A2560,2560,"Ovy on the drums & Valka ""Mi novio tiene novia"" Micros",Warner Music Latina Inc.,Approved,3000,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,"COL, US LATIN",Reggaeton,,
A2570,2570,"Dimelo Cori, Maury & Poison Kid ""Maúlla"" Micros",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,MEX,,,
A2576,2576,"Rod Contreras ""Ciao"" Micros",XYZ,Approved,1300,,,Steven Campos,,,2024-10-11,2024-10-11,,,,,2024-10-11,,,,,LATAM,Corridos,,
A2381,2381,"Paloma Morphy ""SEB""",Bam Songs,Approved,1500,,,Polina Andrieieva,,,2024-10-14,2024-10-14,,,,,2024-10-14,,,,,MEX,Pop,,
A2398,2398,"Millennium Parade, Rauw Alejandro, Tainy “Kizao""",XYZ,Approved,5040,,,Steven Campos,,,2024-10-14,2024-10-14,,,,,2024-10-14,,,,,"COL, MEX, US LATIN",Reggaeton,,
A2412,2412,"Queen Naija ""Missing U"" Micros",XYZ,Approved,1380,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,Pop,,
A2420,2420,"Bellakath feat. Mamo Kingz ""Put4"" Micros",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,Reggaeton,,
A2428,2428,"Toosii ""Ok...Whatever (feat. Kehlani)""",XYZ,Approved,1380,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,,,
A2442,2442,"Bellakath feat. Mamo Kingz ""Put4"" Filtro",Warner Music Mexico,Approved,3375,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,Reggaeton,,
A2448,2448,"Banda MS ""El Candidato""",XYZ,Approved,3000,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,"MEX, US LATIN",Banda Regional,,
A2467,2467,"Toosii ""I Do (feat. Muni Long)""",XYZ,Approved,1380,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,,,
A2473,2473,"Toosii ""Champs Élysées (feat. Gunna)"" Micros",XYZ,Approved,1380,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,Reggaeton,,
A2490,2490,Bruno Mars & Rosé Social Spread,Warner Regional Latam,Approved,9500,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,"COL, MEX, CH, ARG, PER",Reggaeton,,
A2498,2498,Myke Towers Marching Bands - Flashmob,Warner Music Latina Inc.,Approved,15000,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,US,Reggaeton,,
A2514,2514,Alu Mix - Ñerosessions,Warner Music Mexico,Approved,1560,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,Reggaeton,,
A2551,2551,"Belinda & Kenia Os ""Jackpot"" Social Spread",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,,,
A2556,2556,"Bellakath feat. Mamo Kingz ""Put4"" Trend",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-10-16,2024-10-16,,,,,2024-10-16,,,,,MEX,Reggae,,
A2533,2533,Elena Rose - Social Spread Latin Billboard,Warner Regional Latam,Approved,125,,,Steven Campos,,,2024-10-17,2024-10-17,,,,,2024-10-17,,,,,US LATIN,Social Spread,,
A2537,2537,"Dareyes de la Sierra ""La Avioneta""",XYZ,Approved,4021,,,Steven Campos,,,2024-10-17,2024-10-17,,,,,2024-10-17,,,,,"TX, GUA, COL, MEX",Banda Regional,,
A2539,2539,"Alejandro Sanz ""Palmeras En El Jardin""",Sony Music Mexico,Approved,2460,,,Polina Andrieieva,,,2024-10-17,2024-10-17,,,,,2024-10-17,,,,,MEX,Pop,,
A2553,2553,"iZaak feat. Hades66 ""Toy""",Warner Music Latina Inc.,Approved,8000,,,Steven Campos,,,2024-10-17,2024-10-17,,,,,2024-10-17,,,,,US LATIN,,,
A2555,2555,"Andres Cepeda & Los Angeles Azules ""Cariñito"" Social Spread",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-10-17,2024-10-17,,,,,2024-10-17,,,,,MEX,Pop,,
A2568,2568,"Myke Towers feat. Benny Blanco ""Degenere"" - Social Spread",Warner Music Latina Inc.,Approved,8000,,,Steven Campos,,,2024-10-17,2024-10-17,,,,,2024-10-17,,,,,US,Reggaeton,,
A2378,2378,"Piso 21 & Icon ""Antes"" Micros",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-10-18,2024-10-18,,,,,2024-10-18,,,,,"COL, MEX",Reggaeton,,
A2399,2399,"Cris Sour , (feat. Alu Mix) “Mari Coquetu” - Micros",Warner Music Mexico,Approved,1000,,,Steven Campos,,,2024-10-18,2024-10-18,,,,,2024-10-18,,,,,MEX,Reggaeton,,
A2401,2401,"Myke Towers ""DEGENERE” Phase 1",XYZ,Approved,15750,,,Steven Campos,,,2024-10-18,2024-10-18,,,,,2024-10-18,,,,,"ESP, MEX, US LATIN",Reggaeton,,
A2421,2421,"Angelina Victoria ""Ya Me La Sé""",XYZ,Approved,2300,,,Steven Campos,,,2024-10-18,2024-10-18,,,,,2024-10-18,,,,,MEX,Banda Regional,,
A2758,2758,"Los Tigres del Norte ""Viniles",XYZ,Approved,2460,,,Steven Campos,,,2024-10-18,2024-10-18,,,,,2024-10-18,,,,,"MEX, US LATIN",Banda Regional,,
A2430,2430,Charli XCX & Ariana Grande - Social Spread,Warner Regional Latam,Approved,2000,,,Steven Campos,,,2024-10-21,2024-10-21,,,,,2024-10-21,,,,,,Social Spread,,
A2435,2435,"Jowell y Randy ""X-100"" Phase 1",XYZ,Approved,6700,,,Steven Campos,,,2024-10-21,2024-10-21,,,,,2024-10-21,,,,,"COL, ESP, ARG, MEX, US LATIN, CH",Reggaeton,,
A2450,2450,Maria Becerra | Kelly's Show - Social Spread Part I,Warner Music Latina Inc.,Approved,5750,,,Steven Campos,,,2024-10-21,2024-10-21,,,,,2024-10-21,,,,,US,other,,
A2454,2454,"Belinda & KeniaOs ""Jackpot""  - Key Talents",Warner Music Latina Inc.,Approved,6000,,,Steven Campos,,,2024-10-21,2024-10-21,,,,,2024-10-21,,,,,US LATIN,Pop,,
A2464,2464,"Myke Towers ""Degenere"" YT",Warner Regional Latam,Approved,3000,,,Steven Campos,,,2024-10-21,2024-10-21,,,,,2024-10-21,,,,,MEX,Reggae,,
A2500,2500,"Farruko ""CVRBON VRMOR"" (Carbon Fiber Music)",Carbon Fiber,Approved,7500,,,Polina Andrieieva,,,2024-10-21,2024-10-21,,,,,2024-10-21,,,,,"COL, ESP, RD, PR, US LATIN",Reggaeton,,
A2525,2525,"Sech ""Toy Perdio""",XYZ,Approved,10050,,,Steven Campos,,,2024-10-22,2024-10-22,,,,,2024-10-22,,,,,"COL, CH, ARG, MEX",Reggaeton,,
A2552,2552,Elena Rose - Miami Concert,Warner Music Latina Inc.,Approved,0,,,Steven Campos,,,2024-10-22,2024-10-22,,,,,2024-10-22,,,,,,,,
A2592,2592,"Myke Towers ft Benny Blanco ""Degenere"" (Mexico)",Warner Music Mexico,Approved,3200,,,Steven Campos,,Juan Meza,2024-10-22,2024-10-22,,,,,2024-10-22,,,,,MEX,Reggaeton,,
A2390,2390,La Cruz - Explainers,Warner Music Latina Inc.,Approved,4000,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,"US LATIN, COL, MEX",Urbano,,
A2425,2425,"Jon Z ""Teteo"" Release",Warner Music Latina Inc.tin (US),Approved,8000,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,"US LATIN, PR, MEX",Trap,,
A2517,2517,"Yami Safdie ""En otra vida"" - Social Spread",Warner Regional Latam,Approved,125,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,US LATIN,Pop,,
A2520,2520,"Miky Woodz ""Mental Picture""",XYZ,Approved,4020,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,"PR, ESP, CH, MEX, VZ",Reggaeton,,
A2572,2572,"Myke Towers ""DEGENERE"" Phase 2",XYZ,Approved,15750,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,US LATIN,Reggaeton,,
A2573,2573,Jon Z - REAL (album) - EXPLAINERS,Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,"MEX, US LATIN, ESP",Reggaeton,,
A2586,2586,"Cultura Profética ""Lento""",XYZ,Approved,4020,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,"COL, PER, ARG",Reggae,,
A2595,2595,"Oscar Maydon ""Tu Boda"" x Fuerza Regida - Social Spread",Sony Music Latin,Approved,10000,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,"LATAM, US LATIN",Regional MX,,
A2596,2596,"APT, Rosé & Bruno Mars",Warner Music Colombia SAS,Approved,2300,,,Steven Campos,,,2024-10-23,2024-10-23,,,,,2024-10-23,,,,,COL,Reggaeton,,
A2369,2369,"Myke Towers - Halloween ""Degenere""",Warner Music Mexico,Approved,3500,,,Steven Campos,,,2024-10-24,2024-10-24,,,,,2024-10-24,,,,,MEX,Reggae,,
A2372,2372,"Piso 21 & Icon ""Antes"" y ""Perreo en Bote""",Warner Music Mexico,Approved,2500,,,Steven Campos,,,2024-10-24,2024-10-24,,,,,2024-10-24,,,,,"COL, MEX",Reggae,,
A2432,2432,"Los Primos Del Este ""Mami""",Interscope Records,Approved,4000,,,Steven Campos,,,2024-10-24,2024-10-24,,,,,2024-10-24,,,,,"MEX, US LATIN",Banda Regional,,
A2441,2441,"El Padrinito Toy’s ""Coketa""",Interscope Records,Approved,2700,,,Steven Campos,,,2024-10-24,2024-10-24,,,,,2024-10-24,,,,,MEX,Corridos,,
A2472,2472,Elena Rose “Otro huevon”,Warner Music Latina Inc.,Approved,6250,,,Steven Campos,,,2024-10-24,2024-10-24,,,,,2024-10-24,,,,,US,,,
A2496,2496,Elena Rose - Otro Huevón,Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,,2024-10-24,2024-10-24,,,,,2024-10-24,,,,,US LATIN,Urbano,,
A2583,2583,"Rose & Bruno Mars ""APT""",Warner Regional Latam,Approved,10937.5,,,Steven Campos,,,2024-10-24,2024-10-24,,,,,2024-10-24,,,,,,,,
A2375,2375,"Elena Rose ""Me lo merezco"" - Social Spread Ppop",Warner Regional Latam,Approved,125,,,Steven Campos,,,2024-10-25,2024-10-25,,,,,2024-10-25,,,,,US LATIN,Reggaeton,,
A2429,2429,"Blessd ""Soltera"" - MX",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-10-25,2024-10-25,,,,,2024-10-25,,,,,MEX,Reggaeton,,
A2437,2437,"Tiago PZK x Rels B ""Mi Cuarto"" - Micros",Warner Music Latina Inc.,Approved,4000,,,Steven Campos,,,2024-10-25,2024-10-25,,,,,2024-10-25,,,,,"MEX, US LATIN",Reggaeton,,
A2501,2501,Sangre x Sangre “Duro” - Phase 2,Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,,2024-10-25,2024-10-25,,,,,2024-10-25,,,,,"MEX, US LATIN",Urbano,,
A2523,2523,Sangre x Sangre “Duro”  - Explainers,Warner Music Latina Inc.,Approved,6000,,,Steven Campos,,,2024-10-25,2024-10-25,,,,,2024-10-25,,,,,"US, MEX",Urbano,,
A2482,2482,"Yami Safdie & Lasso ""En otra vida"" Trend - Micros Phase 2",Warner Regional Latam,Approved,4000,,,Steven Campos,,,2024-10-26,2024-10-26,,,,,2024-10-26,,,,,MEX,Reggaeton,,
A2471,2471,"Yami Safdie & Lasso ""En Otra Vida"" - US Latin",Warner Music Latina Inc.,Approved,6000,,,Steven Campos,,Juan Val,2024-10-28,2024-10-28,,,,,2024-10-28,,,,,US LATIN,Reggaeton,,
A2513,2513,Lele's Haunted Hause Event - Social Spread,Music (byinfluur),Approved,1450,,,No asignado,,,2024-10-28,2024-10-28,,,,,2024-10-28,,,,,"LATAM, US LATIN",Social Spread,,
A2518,2518,"Myke Towers ""DEGENERE"" Phase 3",XYZ,Approved,31500,,,Steven Campos,,,2024-10-28,2024-10-28,,,,,2024-10-28,,,,,US LATIN,Reggaeton,,
A2569,2569,"Elena Rose & Maria Becerra ""Pa' que volviste""",Warner Regional Latam,Approved,50000,,,Steven Campos,,,2024-10-28,2024-10-28,,,,,2024-10-28,,,,,"US LATIN, US, MEX",Pop,,
A2872,2872,"Elena Rose & Maria Becerra ""Pa' que volviste""",Warner Music Latina Inc.,Approved,10000,,,Steven Campos,,Juan Meza,2024-10-28,2024-10-28,,,,,2024-12-03,,,,,US LATIN,Reggaeton,,
A2370,2370,Linkin Park - Social Spread (ROCK),Warner Regional Latam,Approved,2500,,,Steven Campos,,,2024-10-29,2024-10-29,,,,,2024-10-29,,,,,LATAM,Rock,,
A2376,2376,"Yami Safdie ""En otra vida - YT Shorts",Warner Regional Latam,Approved,4000,,,Steven Campos,,,2024-10-29,2024-10-29,,,,,2024-10-29,,,,,MEX,Reggaeton,,
A2558,2558,"Alex Ponce ""La Sin Sentimientos""",Neon 16,Approved,16000,,,Steven Campos,,,2024-10-29,2024-10-29,,,,,2024-10-29,,,,,MEX,Reggaeton,,
A2380,2380,"Ovy on the Drums ""Mirala"" - US Latin",Warner Music Latina Inc.,Approved,10000,,,Steven Campos,,,2024-10-30,2024-10-30,,,,,2024-10-30,,,,,US LATIN,Reggaeton,,
A2392,2392,"Conep ""El Plug D3""",XYZ,Approved,2010,,,Steven Campos,,,2024-10-30,2024-10-30,,,,,2024-10-30,,,,,PR,Trap,,
A2449,2449,"Yami Safdie & Lasso ""En Otra Vida"" IG",Warner Regional Latam,Approved,8000,,,Steven Campos,,,2024-10-30,2024-10-30,,,,,2024-10-30,,,,,"MEX, ESP, US LATIN",Reggaeton,,
A2486,2486,Galore's Package,Warner Regional Latam,Approved,10625,,,Steven Campos,,,2024-10-30,2024-10-30,,,,,2024-10-30,,,,,US,,,
A2593,2593,"25 Stack ""24/7""",Roc Nation,Approved,2500,,,Steven Campos,,,2024-10-30,2024-10-30,,,,,2024-10-30,,,,,"COL, MEX, US LATIN",Trap,,
A2418,2418,"Sabine ""Omitir Intro""",LizosMusic,Approved,2000,,,Polina Andrieieva,,,2024-10-31,2024-10-31,,,,,2024-10-31,,,,,MEX,Corridos,,
A2462,2462,"Leo Torres & Cris Sour & Alu Mix ""Profugos"" Micros",Warner Music Mexico,Approved,1000,,,Steven Campos,,,2024-10-31,2024-10-31,,,,,2024-10-31,,,,,MEX,Reggaeton,,
A2503,2503,"Blessd ""Soltera""",Warner Regional Latam,Approved,8000,,,Steven Campos,,,2024-10-31,2024-10-31,,,,,2024-10-31,,,,,"COL, US LATIN",Reggae,,
A2506,2506,"Joey Montana ""Angelito""",Artistgrup,Approved,14800,,,Polina Andrieieva,,camila.parra@influur.com,2024-10-31,2024-10-31,,,,,2024-10-31,,,,,"PER, ESP, US, MEX, ARG, COL",Reggaeton,,
A2368,2368,MasterCard x Warner x Maria Becerra,Warner Music Latina Inc.,Approved,50000,,,Steven Campos,,,2024-11-01,2024-11-01,,,,,2024-11-01,,,,,"COL, ARG, MEX, PER",Reggaeton,,
A2382,2382,"Yandel & Maria Becerra ""Sexo es la moda""",Warner Music Latina Inc.,Approved,7125,,,Steven Campos,,,2024-11-01,2024-11-01,,,,,2024-11-01,,,,,US,Reggaeton,,
A2456,2456,"Karol G, JBalvin, Maluma, Ryan Castro, Blessd, Feid & Ovy on the drums ""+57"" Social Spread",Interscope Records,Approved,2000,,,Steven Campos,,,2024-11-01,2024-11-01,,,,,2024-11-01,,,,,"US, COL, MEX",Reggaeton,,
A2492,2492,"Hijos de barron ""Hablemos""",Sony Music Mexico,Approved,4900,,,Polina Andrieieva,,,2024-11-01,2024-11-01,,,,,2024-11-01,,,,,MEX,Banda Regional,,
A2524,2524,Yami Safdie Acustico Miami,Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,,2024-11-01,2024-11-01,,,,,2024-11-01,,,,,"LATAM, US LATIN",Balada,,
A2526,2526,"Dahili & Esteban Rojas ""Musica Ligera"" - Micros",Warner Music Latina Inc.,Approved,3000,,,Steven Campos,,,2024-11-01,2024-11-01,,,,,2024-11-01,,,,,COL,Reggaeton,,
A2575,2575,Rauw Alejandro Exclusive Event - Miami,"Meta Platforms, Inc.",Approved,24000,,,Steven Campos,,,2024-11-01,2024-11-01,,,,,2024-11-01,,,,,"US LATIN, LATAM",Reggaeton,,
A2557,2557,"T3r Elemento ""Homeless""",XYZ,Approved,1407,,,Steven Campos,,,2024-11-04,2024-11-04,,,,,2024-11-04,,,,,MEX,Banda Regional,,
A2577,2577,Kevvo 'Gym Partner',Interscope Records,Approved,1500,,,Steven Campos,,,2024-11-04,2024-11-04,,,,,2024-11-04,,,,,US LATIN,Trap,,
A2396,2396,"Myke Towers ""Degenere"" US Latin Celebrities",Warner Regional Latam,Approved,30000,,,Steven Campos,,,2024-11-05,2024-11-05,,,,,2024-11-05,,,,,US LATIN,Reggae,,
A2409,2409,Linkin Park - Mids,Warner Regional Latam,Approved,10000,,,Steven Campos,,,2024-11-05,2024-11-05,,,,,2024-11-05,,,,,MEX,Rock,,
A2609,2609,"Karol G ""+57""",Interscope Records,Approved,15000,,,Steven Campos,,,2024-11-06,2024-11-06,,,,,2024-11-05,,,,,"US LATIN, LATAM, ESP",Reggaeton,,
A2386,2386,"Steve Aoki & Oscar Maydon ""Corridos y Alcohol""",D Music Marketing,Approved,5000,,,Polina Andrieieva,,,2024-11-06,2024-11-06,,,,,2024-11-06,,,,,"ARG, COL, MEX, CH",Corridos,,
A2433,2433,"J Balvin ""Sornero""",Interscope Records,Approved,4375,,,Steven Campos,,,2024-11-06,2024-11-06,,,,,2024-11-06,,,,,COL,Reggaeton,,
A2447,2447,"Myke Towers ""DEGENERE” Phase 5",XYZ,Approved,345,,,Steven Campos,,,2024-11-06,2024-11-06,,,,,2024-11-06,,,,,ARG,Reggaeton,,
A2451,2451,"Karol G ""+57""",XYZ,Approved,14000,,,Steven Campos,,,2024-11-06,2024-11-06,,,,,2024-11-06,,,,,"ESP, COL, ARG, MEX, US LATIN",Reggaeton,,
A2459,2459,"Elena Rose ""Otro Huevón"" - Los Chicaneros",Warner Music Latina Inc.,Approved,6250,,,Steven Campos,,,2024-11-06,2024-11-06,,,,,2024-11-06,,,,,US,Urbano,,
A2463,2463,"Myke Towers ""DEGENERE"" Phase 4",XYZ,Approved,37269,,,Steven Campos,,,2024-11-06,2024-11-06,,,,,2024-11-06,,,,,"MEX, US LATIN",Reggaeton,,
A2611,2611,"Armenta ""PTS""",XYZ,Approved,5360,,,Steven Campos,,,2024-11-06,2024-11-06,,,,,2024-11-06,,,,,MEX,Banda Regional,,
A2453,2453,"Angelina Victoria ""Regresar El Tiempo""",XYZ,Approved,2000,,,Steven Campos,,Juan Val,2024-11-07,2024-11-07,,,,,2024-11-07,,,,,MEX,Corridos,,
A2474,2474,"Salome Brun 'Me la hiciste"" Micros",Warner Music Mexico,Approved,1000,,,Steven Campos,,,2024-11-07,2024-11-07,,,,,2024-11-07,,,,,MEX,Banda Regional,,
A2479,2479,"Alu Mix & Big Metra ""Ñero Session 15"" Micros",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-11-07,2024-11-07,,,,,2024-11-07,,,,,MEX,Reggaeton,,
A2516,2516,"Efecto SR ""Mi Lugar"" Micros",XYZ,Approved,2000,,,Steven Campos,,,2024-11-07,2024-11-07,,,,,2024-11-07,,,,,LATAM,Corridos,,
A2590,2590,"Greeicy & KAPO ""A Veces a Besos""",Universal Music Latin,Approved,10000,,,Steven Campos,,,2024-11-07,2024-11-07,,,,,2024-11-07,,,,,"US, COL, MEX, ESP",Reggaeton,,
A2400,2400,"Karol G ""+57"" Phase 2",Interscope Records,Approved,3125,,,Steven Campos,,,2024-11-08,2024-11-08,,,,,2024-11-08,,,,,LATAM,Reggaeton,,
A2529,2529,"Nanpa Básico ""Duelo"" (New Album)","5020 Records, Sony Music",Approved,15000,,,Steven Campos,,,2024-11-08,2024-11-08,,,,,2024-11-08,,,,,US LATIN,Hip Hop,,
A2547,2547,Elena Rose - En Las Nubes (EP),Warner Music Latina Inc.,Approved,8000,,,Steven Campos,,,2024-11-08,2024-11-08,,,,,2024-11-08,,,,,US,Urbano,,
A2549,2549,"Belinda & Kenia Os ""Jackpot"" Micros",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2024-11-08,2024-11-08,,,,,2024-11-08,,,,,MEX,Reggaeton,,
A2564,2564,"MARIA BECERRA x Yandel ""SEXO ES LA MODA"" Social Spread",Warner Music Latina Inc.,Approved,8000,,,Steven Campos,,,2024-11-08,2024-11-08,,,,,2024-11-08,,,,,US,Reggaeton,,
A2582,2582,"Magna Cuco ""Lo Que Dura La Cancion","Hybe Latin America US, Inc.",Approved,10100,,,Polina Andrieieva,,,2024-11-08,2024-11-08,,,,,2024-11-08,,,,,MEX,Reggaeton,,
A2890,2890,"Belinda & Kenia OS ""Jackpot"" Micros",Warner Music Mexico,Approved,2000,,,Steven Campos,,Juan Val,2024-11-08,2024-11-08,,,,,2024-12-09,,,,,MEX,Reggaeton,,
A2391,2391,"Yami Safdie & Lasso ""En otra vida"" - CDMX",Warner Music Mexico,Approved,2000,,,Steven Campos,,,2024-11-11,2024-11-11,,,,,2024-11-11,,,,,MEX,Reggaeton,,
A2403,2403,"Ela Taubert & Joe Jonas ""¿Cómo Pasó?""",Universal Music Latin,Approved,25000,,,Steven Campos,,,2024-11-11,2024-11-11,,,,,2024-11-11,,,,,"US, US LATIN",Reggaeton,,
A2455,2455,"Myke Towers ""Otro Nivel""",XYZ,Approved,14000,,,Steven Campos,,,2024-11-12,2024-11-12,,,,,2024-11-12,,,,,"ESP, MEX, CH, ARG",Reggaeton,,
A2613,2613,"Officialalex425 ""No Hay Amor""",XYZ,Approved,3350,,,Steven Campos,,,2024-11-12,2024-11-12,,,,,2024-11-12,,,,,"MEX, US LATIN",Corridos,,
A2423,2423,Alu Mix - Ñero Session 15,Warner Music Mexico,Approved,2500,,,Steven Campos,,Juan Val,2024-11-13,2024-11-13,,,,,2024-11-13,,,,,MEX,Reggaeton,,
A2439,2439,"Sebastian Yatra ""New Release"" Miami",Habibi,Approved,23300,,,Steven Campos,,,2024-11-13,2024-11-13,,,,,2024-11-13,,,,,"US LATIN, LATAM",Reggaeton,,
A2446,2446,"Joyce Santana ft. Feid ""FERXXOKO""",XYZ,Approved,6700,,,Steven Campos,,,2024-11-13,2024-11-13,,,,,2024-11-13,,,,,"MEX, US LATIN, ESP",Reggaeton,,
